Date,Open,High,Low,Close,Adj Close,Volume
7/29/11,7108.27002,7190.910156,7063.819824,7158.77002,7158.77002,142831600
8/1/11,7254.5,7282.009766,6953.97998,6953.97998,6953.97998,189251600
8/2/11,6909.430176,6938.339844,6772.379883,6796.75,6796.75,182744000
8/3/11,6717.839844,6783.069824,6543.600098,6640.589844,6640.589844,265050600
8/4/11,6714.790039,6730.430176,6391.540039,6414.759766,6414.759766,288065000
8/5/11,6338.77002,6436.660156,6152.620117,6236.160156,6236.160156,360002600
8/8/11,6170.689941,6272.939941,5911.089844,5923.27002,5923.27002,314803500
8/9/11,5896.140137,6026.27002,5502.629883,5917.080078,5917.080078,435787900
8/10/11,6040.680176,6089.080078,5549.02002,5613.419922,5613.419922,433025300
8/11/11,5771.209961,5825.080078,5487.819824,5797.660156,5797.660156,358979400
8/12/11,5775.959961,6023.75,5678.620117,5997.740234,5997.740234,255814300
8/15/11,6075.589844,6106.109863,6008.009766,6022.240234,6022.240234,143251900
8/16/11,5957.939941,5998.310059,5849.52002,5994.899902,5994.899902,166055200
8/17/11,5910.5,6018.370117,5870.169922,5948.939941,5948.939941,161666600
8/18/11,5854.359863,5892.569824,5535.609863,5602.799805,5602.799805,325973500
8/19/11,5581.509766,5595.149902,5345.359863,5480,5480,351402200
8/22/11,5412.75,5591.350098,5408.709961,5473.779785,5473.779785,182963900
8/23/11,5529.259766,5636.060059,5452.149902,5532.379883,5532.379883,186606200
8/24/11,5579.799805,5743.100098,5514.149902,5681.080078,5681.080078,162588900
8/25/11,5739.859863,5777.040039,5451.52002,5584.140137,5584.140137,225574200
8/26/11,5582.5,5588.689941,5403.580078,5537.47998,5537.47998,172499000
8/29/11,5634.060059,5714.720215,5587.779785,5670.069824,5670.069824,99261800
8/30/11,5713.529785,5730.359863,5572.649902,5643.919922,5643.919922,132990000
8/31/11,5686.259766,5869.649902,5648.970215,5784.850098,5784.850098,245787100
9/1/11,5793.100098,5794.5,5639.029785,5730.629883,5730.629883,188569300
9/2/11,5623.700195,5635.5,5493.310059,5538.330078,5538.330078,182039100
9/5/11,5409.870117,5421.109863,5208.370117,5246.180176,5246.180176,202455700
9/6/11,5248.310059,5332.109863,5150.049805,5193.970215,5193.970215,238106000
9/7/11,5332.52002,5406.22998,5276.879883,5405.529785,5405.529785,180820900
9/8/11,5410.080078,5473.680176,5313.779785,5408.459961,5408.459961,161724800
9/9/11,5383.629883,5400.790039,5174.240234,5189.930176,5189.930176,229313900
9/12/11,5063.589844,5126.52002,4965.799805,5072.330078,5072.330078,265139600
9/13/11,5153.950195,5222.810059,4969.839844,5166.359863,5166.359863,284106000
9/14/11,5108.100098,5347.819824,5105.819824,5340.189941,5340.189941,231784500
9/15/11,5386.859863,5566.580078,5374.569824,5508.240234,5508.240234,235478200
9/16/11,5607.509766,5655.950195,5524.220215,5573.509766,5573.509766,377709400
9/19/11,5447.319824,5496.939941,5362.009766,5415.910156,5415.910156,161284400
9/20/11,5373.529785,5577.600098,5369.069824,5571.680176,5571.680176,158689500
9/21/11,5557.069824,5557.919922,5417.850098,5433.799805,5433.799805,149189300
9/22/11,5258.419922,5289.77002,5135.850098,5164.209961,5164.209961,203153400
9/23/11,5227.089844,5229.600098,4973.919922,5196.560059,5196.560059,198768800
9/26/11,5128.560059,5415.560059,5118.189941,5345.560059,5345.560059,211131700
9/27/11,5502.890137,5638.040039,5483.22998,5628.439941,5628.439941,245882500
9/28/11,5560.600098,5700.080078,5520.589844,5578.419922,5578.419922,181756700
9/29/11,5555.069824,5704.410156,5533.330078,5639.580078,5639.580078,182948600
9/30/11,5602.549805,5606.560059,5438.549805,5502.02002,5502.02002,179771300
10/4/11,5284.109863,5288.779785,5125.439941,5216.709961,5216.709961,204744800
10/5/11,5341.430176,5486.029785,5266.140137,5473.029785,5473.029785,178810700
10/6/11,5511.560059,5645.25,5465.549805,5645.25,5645.25,210847500
10/7/11,5647.660156,5749.129883,5606.319824,5675.700195,5675.700195,166599900
10/10/11,5705.399902,5872.149902,5652.990234,5847.290039,5847.290039,147424500
10/11/11,5825.910156,5883.379883,5773.879883,5865.009766,5865.009766,139406600
10/12/11,5851.100098,6022.049805,5798.160156,5994.470215,5994.470215,183862100
10/13/11,5969.910156,6036.02002,5878.290039,5914.839844,5914.839844,184773300
10/14/11,5934.779785,6037.290039,5885.390137,5967.200195,5967.200195,185189100
10/17/11,6021.290039,6081.410156,5819.970215,5859.430176,5859.430176,177500100
10/18/11,5781.77002,5907.459961,5747.649902,5877.410156,5877.410156,153042700
10/19/11,5909.580078,5977.75,5874.850098,5913.529785,5913.529785,141354300
10/20/11,5834.419922,5914.870117,5752.830078,5766.47998,5766.47998,172123500
10/21/11,5800.060059,5980.459961,5769.189941,5970.959961,5970.959961,176835200
10/24/11,6014.359863,6067.160156,5937.580078,6055.27002,6055.27002,143511200
10/25/11,6026.450195,6157.930176,5964.279785,6046.75,6046.75,171988400
10/26/11,6041.160156,6143.560059,5951.819824,6016.069824,6016.069824,151166000
10/27/11,6222.75,6347.600098,6196.600098,6337.839844,6337.839844,333790900
10/28/11,6364.180176,6430.600098,6305.5,6346.189941,6346.189941,207679400
10/31/11,6283.189941,6304.839844,6141.339844,6141.339844,6141.339844,173799700
11/1/11,5934.540039,5947.580078,5762.259766,5834.509766,5834.509766,291714900
11/2/11,5897.140137,5990.560059,5810.790039,5965.629883,5965.629883,177749300
11/3/11,5835.359863,6193.339844,5832.029785,6133.180176,6133.180176,237532500
11/4/11,6175.430176,6175.430176,5928.919922,5966.160156,5966.160156,198963400
11/7/11,5905.930176,6028.589844,5835.089844,5928.680176,5928.680176,158207000
11/8/11,5950.439941,6087.060059,5934.22998,5961.439941,5961.439941,144445900
11/9/11,6045.870117,6055.580078,5767.259766,5829.540039,5829.540039,251013700
11/10/11,5732.319824,5934.310059,5721.970215,5867.810059,5867.810059,201635400
11/11/11,5881.490234,6065.290039,5855.120117,6057.029785,6057.029785,144524900
11/14/11,6097.27002,6116.069824,5934.089844,5985.02002,5985.02002,133941600
11/15/11,5920.430176,6011.470215,5815.850098,5933.140137,5933.140137,140685200
11/16/11,5873.290039,6028.22998,5852.040039,5913.359863,5913.359863,139962400
11/17/11,5875.859863,5921.25,5778.100098,5850.169922,5850.169922,180842000
11/18/11,5800.790039,5897.990234,5769.689941,5800.240234,5800.240234,153519200
11/21/11,5767.089844,5771.700195,5598.049805,5606,5606,182778300
11/22/11,5648.5,5681.740234,5537.390137,5537.390137,5537.390137,245728900
11/23/11,5485.669922,5588.109863,5457.77002,5457.77002,5457.77002,236213600
11/24/11,5512.759766,5563.819824,5399.850098,5428.109863,5428.109863,157729200
11/25/11,5433.299805,5528.640137,5366.5,5492.870117,5492.870117,135413100
11/28/11,5577.189941,5754.509766,5573,5745.330078,5745.330078,172618500
11/29/11,5725.680176,5826.350098,5690.569824,5799.910156,5799.910156,143661800
11/30/11,5741.209961,6130.680176,5725.97998,6088.839844,6088.839844,244420000
12/1/11,6080.47998,6111.970215,6017.379883,6035.879883,6035.879883,153040000
12/2/11,6117.72998,6169.640137,6055.47998,6080.680176,6080.680176,205318700
12/5/11,6137.870117,6170.040039,6086.419922,6106.089844,6106.089844,201034200
12/6/11,6021.72998,6094.77002,6005.819824,6028.819824,6028.819824,156070200
12/7/11,6116.259766,6137.049805,5919.560059,5994.72998,5994.72998,143842500
12/8/11,6054.560059,6077.169922,5868.629883,5874.439941,5874.439941,183750600
12/9/11,5806.490234,6007.049805,5802.359863,5986.709961,5986.709961,190767700
12/12/11,5945.189941,5952.549805,5785.430176,5785.430176,5785.430176,153575100
12/13/11,5801.390137,5852.430176,5734.120117,5774.259766,5774.259766,191200400
12/14/11,5738.97998,5771.600098,5675.140137,5675.140137,5675.140137,202903700
12/15/11,5713.47998,5795.870117,5682.160156,5730.620117,5730.620117,183781200
12/16/11,5764.450195,5775,5693.410156,5701.779785,5701.779785,301486700
12/19/11,5651.740234,5775.240234,5644.189941,5670.709961,5670.709961,102012000
12/20/11,5652.609863,5847.709961,5637.529785,5847.029785,5847.029785,129734900
12/21/11,5918.720215,5965.350098,5771.620117,5791.529785,5791.529785,145367700
12/22/11,5830.129883,5886.180176,5820.439941,5852.180176,5852.180176,88638700
12/23/11,5905.180176,5913.410156,5844.640137,5878.930176,5878.930176,54220100
12/27/11,5900.700195,5924.379883,5877.97998,5889.759766,5889.759766,35249000
12/28/11,5875.870117,5901.350098,5771.27002,5771.27002,5771.27002,72297200
12/29/11,5804.129883,5848.779785,5775.790039,5848.779785,5848.779785,59708800
12/30/11,5867.029785,5898.350098,5817.709961,5898.350098,5898.350098,42363100
1/2/12,5900.180176,6075.52002,5900.180176,6075.52002,6075.52002,90828400
1/3/12,6124.109863,6179.029785,6108.620117,6166.569824,6166.569824,116709200
1/4/12,6141.259766,6163.47998,6088.060059,6111.549805,6111.549805,100870800
1/5/12,6121.339844,6130.100098,6040.939941,6095.990234,6095.990234,141738400
1/6/12,6114.640137,6152.560059,6012.640137,6057.919922,6057.919922,109973700
1/9/12,6061.259766,6076.589844,5987.75,6017.22998,6017.22998,110946100
1/10/12,6090.870117,6191.290039,6069.359863,6162.97998,6162.97998,171413000
1/11/12,6148.450195,6181.609863,6106.029785,6152.339844,6152.339844,166799400
1/12/12,6160.089844,6256.950195,6148.850098,6179.209961,6179.209961,205749500
1/13/12,6242.490234,6245.379883,6063.660156,6143.080078,6143.080078,213909600
1/16/12,6120.399902,6232.209961,6104.109863,6220.009766,6220.009766,108072300
1/17/12,6301.910156,6343.040039,6270.970215,6332.930176,6332.930176,167118800
1/18/12,6330.430176,6399.430176,6280.52002,6354.569824,6354.569824,184490500
1/19/12,6377.240234,6420.350098,6333.700195,6416.259766,6416.259766,335554600
1/20/12,6410.75,6431.259766,6371.689941,6404.390137,6404.390137,272361900
1/23/12,6387.330078,6467.339844,6349.689941,6436.620117,6436.620117,270707700
1/24/12,6372.490234,6420.049805,6339,6419.220215,6419.220215,246102200
1/25/12,6448.870117,6456.569824,6366.649902,6421.850098,6421.850098,170090500
1/26/12,6453.620117,6559.069824,6430.370117,6539.850098,6539.850098,197223700
1/27/12,6507.77002,6574.189941,6484.350098,6511.97998,6511.97998,150009300
1/30/12,6454.540039,6491.52002,6414.330078,6444.450195,6444.450195,140511800
1/31/12,6489.040039,6533.220215,6450.100098,6458.910156,6458.910156,158039800
2/1/12,6482.950195,6630.47998,6482.560059,6616.640137,6616.640137,210399200
2/2/12,6640.049805,6667.97998,6606.370117,6655.629883,6655.629883,156001200
2/3/12,6649.569824,6767.459961,6635.629883,6766.669922,6766.669922,194732400
2/6/12,6752.029785,6781.430176,6714.819824,6764.830078,6764.830078,123043000
2/7/12,6772.75,6788.77002,6682.890137,6754.200195,6754.200195,143194600
2/8/12,6800.720215,6829.879883,6735.669922,6748.759766,6748.759766,220435700
2/9/12,6782.140137,6838.129883,6746.100098,6788.799805,6788.799805,242278500
2/10/12,6730.540039,6751.080078,6649.560059,6692.959961,6692.959961,228643100
2/13/12,6748.680176,6774.600098,6709.629883,6738.470215,6738.470215,140972200
2/14/12,6712.680176,6788.569824,6698.319824,6728.189941,6728.189941,148101900
2/15/12,6807.549805,6830.100098,6736.560059,6757.939941,6757.939941,163430300
2/16/12,6665.240234,6751.959961,6651.720215,6751.959961,6751.959961,166240800
2/17/12,6811.02002,6874.529785,6794.890137,6848.029785,6848.029785,168885000
2/20/12,6892.040039,6956.669922,6878.529785,6948.25,6948.25,131240500
2/21/12,6936.910156,6971.029785,6873.540039,6908.180176,6908.180176,139944000
2/22/12,6914.680176,6915.180176,6821.799805,6843.870117,6843.870117,129082700
2/23/12,6838.939941,6903.509766,6733.589844,6809.459961,6809.459961,261556300
2/24/12,6871.25,6890.899902,6826.339844,6864.430176,6864.430176,155819600
2/27/12,6817.459961,6868.580078,6743.649902,6849.600098,6849.600098,168648200
2/28/12,6867.22998,6900.509766,6809.220215,6887.629883,6887.629883,149732500
2/29/12,6914.660156,6967.140137,6843.27002,6856.080078,6856.080078,195540500
3/1/12,6831.970215,6949.450195,6817.72998,6941.77002,6941.77002,187153700
3/2/12,6944.450195,6954.890137,6904.100098,6921.370117,6921.370117,197181200
3/5/12,6876.890137,6902.580078,6815.470215,6866.459961,6866.459961,169816400
3/6/12,6835.970215,6840.330078,6633.109863,6633.109863,6633.109863,216447500
3/7/12,6638.47998,6682.680176,6612.609863,6671.109863,6671.109863,181611000
3/8/12,6723.330078,6838.390137,6703.890137,6834.540039,6834.540039,206867000
3/9/12,6848.52002,6912.419922,6830.629883,6880.209961,6880.209961,154677200
3/12/12,6868.970215,6911.27002,6846.899902,6901.350098,6901.350098,126636600
3/13/12,6957.25,7020.040039,6941.959961,6995.910156,6995.910156,149277000
3/14/12,7028.919922,7099.339844,7028.149902,7079.419922,7079.419922,212921100
3/15/12,7093.970215,7153.109863,7072.27002,7144.450195,7144.450195,149750300
3/16/12,7145.779785,7194.330078,7142.75,7157.819824,7157.819824,359056900
3/19/12,7143.930176,7154.830078,7095.129883,7154.220215,7154.220215,144660200
3/20/12,7121.919922,7124.629883,7032.069824,7054.939941,7054.939941,151228300
3/21/12,7088.759766,7114.009766,7012.040039,7071.319824,7071.319824,134457400
3/22/12,7053.419922,7071.089844,6938.200195,6981.259766,6981.259766,165779500
3/23/12,6986.899902,7026.899902,6908.970215,6995.620117,6995.620117,133079000
3/26/12,7022.640137,7102.049805,6969.970215,7079.22998,7079.22998,121408800
3/27/12,7106.77002,7153.680176,7075.160156,7078.899902,7078.899902,143181200
3/28/12,7056.049805,7110.540039,6998.799805,6998.799805,6998.799805,133051500
3/29/12,6980.089844,6993.740234,6841.970215,6875.149902,6875.149902,168699700
3/30/12,6924.819824,6959.709961,6898.910156,6946.830078,6946.830078,131062700
4/2/12,6973.990234,7057.200195,6911.629883,7056.649902,7056.649902,137223700
4/3/12,7053.910156,7081.060059,6981.209961,6982.279785,6982.279785,130860400
4/4/12,6940.609863,6944.399902,6772.950195,6784.060059,6784.060059,192787600
4/5/12,6817.850098,6831.359863,6685.799805,6775.259766,6775.259766,197220400
4/10/12,6694.720215,6737.919922,6606.430176,6606.430176,6606.430176,178357600
4/11/12,6628.660156,6722.52002,6603.069824,6674.72998,6674.72998,163586900
4/12/12,6710.370117,6761.779785,6651.810059,6743.240234,6743.240234,194638100
4/13/12,6732.069824,6743.009766,6552.319824,6583.899902,6583.899902,187253300
4/16/12,6556.299805,6675.390137,6548.390137,6625.189941,6625.189941,169859600
4/17/12,6625.709961,6801.149902,6616.950195,6801,6801,170319200
4/18/12,6780.490234,6812.839844,6718.100098,6732.029785,6732.029785,138944700
4/19/12,6775.459961,6807.120117,6665.310059,6671.220215,6671.220215,196543600
4/20/12,6689.709961,6760.259766,6651.799805,6750.120117,6750.120117,165783400
4/23/12,6666.790039,6668.120117,6499.069824,6523,6523,197032800
4/24/12,6566.109863,6604.540039,6508.100098,6590.410156,6590.410156,170335700
4/25/12,6622.959961,6733.339844,6622.899902,6704.5,6704.5,177312100
4/26/12,6702.609863,6750.649902,6642.040039,6739.899902,6739.899902,166762900
4/27/12,6662.310059,6825.410156,6652.509766,6801.319824,6801.319824,160819400
4/30/12,6844.100098,6846.660156,6759.899902,6761.189941,6761.189941,113632800
5/2/12,6861.299805,6875.870117,6664.569824,6710.77002,6710.77002,159609600
5/3/12,6749.27002,6791.75,6648.5,6694.439941,6694.439941,182210400
5/4/12,6682.959961,6684.890137,6546,6561.470215,6561.470215,162528200
5/7/12,6515.939941,6578.950195,6410.029785,6569.47998,6569.47998,136812500
5/8/12,6548.740234,6576.720215,6415.029785,6444.740234,6444.740234,137198400
5/9/12,6483.27002,6506.209961,6375.790039,6475.310059,6475.310059,188657800
5/10/12,6531.149902,6549.77002,6440.22998,6518,6518,185051700
5/11/12,6465.189941,6589.009766,6454.209961,6579.930176,6579.930176,133524700
5/14/12,6499.790039,6520.859863,6404.279785,6451.970215,6451.970215,128710200
5/15/12,6501.930176,6509.649902,6353.259766,6401.060059,6401.060059,190599400
5/16/12,6344.919922,6442.970215,6297.379883,6384.259766,6384.259766,182175600
